vede	науці	veda	наука	DAT;N;SG
pracujme	робімо	pracovať	робити	1;IMP;PL;V
morí	морів	more	море	GEN;N;PL
mačke	котові	mačka	кіт	DAT;N;SG
chlapom	мужем	chlap	муж	INS;N;SG
rok	рік	rok	рік	N;NOM;SG
dievčatách	дівчатах	dievča	дівчина	ESS;N;PL
hlave	розділі	hlava	розділ	ESS;N;SG
brezám	березам	breza	береза	DAT;N;PL
rieky	річки	rieka	річка	GEN;N;SG
učiteľovi	учителеві	učiteľ	учитель	ESS;N;SG
priateľky	друга	priateľka	друг	GEN;N;SG
kuna	куниця	kuna	куниця	N;NOM;SG
cárovi	цареві	cár	цар	ESS;N;SG
bytmi	помешканнями	byt	помешкання	INS;N;PL
kráľa	короля	kráľ	король	GEN;N;SG
písmenách	буквах	písmeno	буква	ESS;N;PL
električky	трамваї	električka	трамвай	ACC;N;PL
chorobe	хворобі	choroba	хвороба	ESS;N;SG
zuby	зуби	zub	зуб	N;NOM;PL
kvarkom	кваркам	kvark	кварк	DAT;N;PL
mačku	кішку	mačka	кішка	ACC;N;SG
zrne	зерні	zrno	зерно	ESS;N;SG
roky	роки	rok	рік	N;NOM;PL
kupovávali	купували	kupovať	купувати	3;MASC;PL;PST;V
osoby	людини	osoba	людина	GEN;N;SG
zlé	погані	zlý	поганий	ADJ;NOM;PL
návrhy	пропозиції	návrh	пропозиція	ACC;N;PL
spraviť	зробити	spraviť	зробити	NFIN;V
zväz	союз	zväz	союз	N;NOM;SG
nové	нове	nový	новий	ACC;ADJ;NEUT;SG
pracovať	робити	pracovať	робити	NFIN;V
rysov	рис	rys	риса	GEN;N;PL
mostu	мосту	most	міст	DAT;N;SG
grindu	гринду	grinda	гринда	ACC;N;SG
mačka	кішка	mačka	кішка	N;NOM;SG
kohútom	півням	kohút	півень	DAT;N;PL
koňom	коням	kôň	кінь	DAT;N;PL
zámen	займенників	zámeno	займенник	GEN;N;PL
kozou	козою	koza	коза	INS;N;SG
bratoch	братах	brat	брат	ESS;N;PL
bohyňami	богинями	bohyňa	богиня	INS;N;PL
dievčat	дівчат	dievča	дівчина	GEN;N;PL
návrhy	пропозиції	návrh	пропозиція	N;NOM;PL
vody	води	voda	вода	N;NOM;PL
veverice	білки	veverica	білка	N;NOM;PL
slovesách	дієсловах	sloveso	дієслово	ESS;N;PL
čŕt	рис	črta	риса	GEN;N;PL
miesta	посади	miesto	посада	GEN;N;SG
jari	весні	jar	весна	ESS;N;SG
zeme	країни	zem	країна	N;NOM;PL
cárov	царів	cár	цар	ACC;N;PL
územiach	землях	územie	земля	ESS;N;PL
sestier	сестер	sestra	сестра	GEN;N;PL
ostrovom	островом	ostrov	острів	INS;N;SG
kohútmi	півнями	kohút	півень	INS;N;PL
noviny	газети	noviny	газета	ACC;N;PL
zem	земля	zem	земля	N;NOM;SG
riekam	рікам	rieka	ріка	DAT;N;PL
more	море	more	море	ACC;N;SG
hlasom	голосом	hlas	голос	INS;N;SG
orly	орли	orol	орел	N;NOM;PL
staré	старе	starý	старий	ACC;ADJ;NEUT;SG
byte	квартирі	byt	квартира	ESS;N;SG
novú	нову	nový	новий	ACC;ADJ;FEM;SG
sadov	садів	sad	сад	GEN;N;PL
kráľov	царів	kráľ	цар	GEN;N;PL
saunu	сауну	sauna	сауна	ACC;N;SG
vlkom	вовкам	vlk	вовк	DAT;N;PL
kocúry	коти	kocúr	кіт	N;NOM;PL
zelenej	зеленій	zelený	зелений	ADJ;DAT;FEM;SG
hviezde	зірці	hviezda	зірка	ESS;N;SG
knihy	книги	kniha	книга	GEN;N;SG
meď	мідь	meď	мідь	ACC;N;SG
vrabce	горобці	vrabec	горобець	ACC;N;PL
kňazovi	отцеві	kňaz	отець	ESS;N;SG
koňom	конем	kôň	кінь	INS;N;SG
hlavami	розділами	hlava	розділ	INS;N;PL
priateľku	друга	priateľka	друг	ACC;N;SG
mačky	кішки	mačka	кішка	ACC;N;PL
zeleným	зеленим	zelený	зелений	ADJ;INS;MASC;SG
brán	борін	brány	борона	GEN;N;PL
cármi	царями	cár	цар	INS;N;PL
stornovať	скасувати	stornovať	скасувати	NFIN;V
cigaretou	цигаркою	cigareta	цигарка	INS;N;SG
slnce	сонце	slnce	сонце	ACC;N;SG
učiteľov	учителів	učiteľ	учитель	GEN;N;PL
mačky	кішки	mačka	кішка	N;NOM;PL
zubom	зубом	zub	зуб	INS;N;SG
kozách	козах	koza	коза	ESS;N;PL
bohyni	богині	bohyňa	богиня	ESS;N;SG
capa	цапа	cap	цап	GEN;N;SG
zlého	поганого	zlý	поганий	ADJ;GEN;MASC;SG
oblasť	область	oblasť	область	ACC;N;SG
hada	змії	had	змія	GEN;N;SG
sukami	псами	suka	пес	INS;N;PL
boha	бога	boh	бог	ACC;N;SG
volavka	чапля	volavka	чапля	N;NOM;SG
chalanom	хлопцем	chalan	хлопець	INS;N;SG
mužom	мужам	muž	муж	DAT;N;PL
muža	мужа	muž	муж	GEN;N;SG
učiteľovi	вчителеві	učiteľ	вчитель	ESS;N;SG
kohútov	півні	kohút	півень	ACC;N;PL
sad	сад	sad	сад	N;NOM;SG
stenách	стінах	stena	стіна	ESS;N;PL
vlkov	вовків	vlk	вовк	GEN;N;PL
soliach	солях	soľ	сіль	ESS;N;PL
zelenej	зеленої	zelený	зелений	ADJ;FEM;GEN;SG
návrhu	пропозиції	návrh	пропозиція	ESS;N;SG
pičou	пиздою	piča	пизда	INS;N;SG
kocúra	кота	kocúr	кіт	GEN;N;SG
novým	новим	nový	новий	ADJ;INS;NEUT;SG
starého	старого	starý	старий	ADJ;GEN;NEUT;SG
kocúra	кішку	kocúr	кішка	ACC;N;SG
vlkoch	вовках	vlk	вовк	ESS;N;PL
dobré	добре	dobrý	добрий	ADJ;NEUT;NOM;SG
kňazovi	отцеві	kňaz	отець	DAT;N;SG
miesta	місця	miesto	місце	GEN;N;SG
včelou	бджолою	včela	бджола	INS;N;SG
dobrej	добрій	dobrý	добрий	ADJ;ESS;FEM;SG
veveríc	білок	veverica	білка	GEN;N;PL
bytu	квартири	byt	квартира	GEN;N;SG
priateľkám	друзям	priateľka	друг	DAT;N;PL
buďme	будьмо	byť	бути	1;IMP;PL;V
rokom	роком	rok	рік	INS;N;SG
sklami	стеклами	sklo	скло	INS;N;PL
včelách	бджолах	včela	бджола	ESS;N;PL
byt	дім	byt	дім	N;NOM;SG
osobe	чоловікові	osoba	чоловік	DAT;N;SG
kocúry	кішки	kocúr	кішка	ACC;N;PL
črtou	рисою	črta	риса	INS;N;SG
kone	коні	kôň	кінь	ACC;N;PL
kocúrom	котом	kocúr	кіт	INS;N;SG
fľašiach	пляшках	fľaša	пляшка	ESS;N;PL
riek	річок	rieka	річка	GEN;N;PL
osoba	чоловік	osoba	чоловік	N;NOM;SG
vlasy	волоси	vlas	волос	ACC;N;PL
vetrov	вітрів	vietor	вітер	GEN;N;PL
bratovi	братові	brat	брат	DAT;N;SG
cára	царя	cár	цар	ACC;N;SG
kocúrami	котами	kocúr	кіт	INS;N;PL
orla	орла	orol	орел	GEN;N;SG
kupuje	купує	kupovať	купувати	3;PRS;SG;V
mačkách	котах	mačka	кіт	ESS;N;PL
sloveso	дієслово	sloveso	дієслово	ACC;N;SG
hlase	голосі	hlas	голос	ESS;N;SG
súdruhoch	товаришах	súdruh	товариш	ESS;N;PL
priateľkami	дівчатами	priateľka	дівчина	INS;N;PL
orly	орли	orol	орел	ACC;N;PL
zelenom	зеленому	zelený	зелений	ADJ;ESS;NEUT;SG
rieke	річці	rieka	річка	ESS;N;SG
črte	рисі	črta	риса	DAT;N;SG
nový	новий	nový	новий	ADJ;MASC;NOM;SG
deti	дітей	dieťa	дитина	ACC;N;PL
hadovi	змії	had	змія	DAT;N;SG
priateľka	приятель	priateľka	приятель	N;NOM;SG
učiteľa	вчителя	učiteľ	вчитель	GEN;N;SG
priateľkou	другом	priateľka	друг	INS;N;SG
robme	робімо	robiť	робити	1;IMP;PL;V
pláže	береги	pláž	берег	N;NOM;PL
soľou	сіллю	soľ	сіль	INS;N;SG
slncu	сонцю	slnce	сонце	DAT;N;SG
mame	мамі	mama	мама	DAT;N;SG
dievčatá	дівчата	dievča	дівчина	N;NOM;PL
básne	поезії	báseň	поезія	GEN;N;SG
zelené	зелене	zelený	зелений	ACC;ADJ;NEUT;SG
meču	мечу	meč	меч	DAT;N;SG
hre	грі	hra	гра	DAT;N;SG
zlom	поганому	zlý	поганий	ADJ;ESS;NEUT;SG
nového	нового	nový	новий	ADJ;GEN;MASC;SG
zubov	зубів	zub	зуб	GEN;N;PL
dobrého	доброго	dobrý	добрий	ADJ;GEN;NEUT;SG
capy	цапи	cap	цап	ACC;N;PL
zemí	країн	zem	країна	GEN;N;PL
trhy	ринки	trh	ринок	N;NOM;PL
sukách	псах	suka	пес	ESS;N;PL
soli	солі	soľ	сіль	ESS;N;SG
dobré	добрі	dobrý	добрий	ADJ;NOM;PL
sudcov	суддів	sudca	суддя	ACC;N;PL
novinami	газетами	noviny	газета	INS;N;PL
slonom	слоном	slon	слон	INS;N;SG
moste	мосту	most	міст	ESS;N;SG
zámenom	займенником	zámeno	займенник	INS;N;SG
robieval	робив	robiť	робити	3;MASC;PST;SG;V
papagájoch	папугах	papagáj	папуга	ESS;N;PL
knihách	книжках	kniha	книжка	ESS;N;PL
pláže	мілини	pláž	мілина	GEN;N;SG
buď	будь	byť	бути	2;IMP;SG;V
mamy	мами	mama	мама	GEN;N;SG
chalanoch	хлопцях	chalan	хлопець	ESS;N;PL
stien	стін	stena	стіна	GEN;N;PL
pláží	мілин	pláž	мілина	GEN;N;PL
chorobám	хворобам	choroba	хвороба	DAT;N;PL
suku	пса	suka	пес	ACC;N;SG
sudcami	суддями	sudca	суддя	INS;N;PL
vied	наук	veda	наука	GEN;N;PL
sprchu	душ	sprcha	душ	ACC;N;SG
mestám	містам	mesto	місто	DAT;N;PL
sprche	душі	sprcha	душ	ESS;N;SG
blchy	блохи	blcha	блоха	N;NOM;PL
vlasom	волосам	vlas	волос	DAT;N;PL
hlavy	розділи	hlava	розділ	ACC;N;PL
novinách	газетах	noviny	газета	ESS;N;PL
učitelia	вчителі	učiteľ	вчитель	N;NOM;PL
muž	муж	muž	муж	N;NOM;SG
nedele	неділі	nedeľa	неділя	ACC;N;PL
bytu	квартирі	byt	квартира	DAT;N;SG
dobrou	доброю	dobrý	добрий	ADJ;FEM;INS;SG
zámenami	займенниками	zámeno	займенник	INS;N;PL
robí	робить	robiť	робити	3;PRS;SG;V
kvarkom	кварком	kvark	кварк	INS;N;SG
mestá	міста	mesto	місто	N;NOM;PL
kohúta	півня	kohút	півень	GEN;N;SG
trhom	ринкам	trh	ринок	DAT;N;PL
sestra	сестра	sestra	сестра	N;NOM;SG
hry	ігри	hra	гра	ACC;N;PL
zlých	поганих	zlý	поганий	ADJ;ESS;PL
zubami	зубами	zub	зуб	INS;N;PL
rokoch	роках	rok	рік	ESS;N;PL
prstov	пальців	prst	палець	GEN;N;PL
prstom	пальцям	prst	палець	DAT;N;PL
chlapov	чоловіків	chlap	чоловік	GEN;N;PL
návrhom	пропозицією	návrh	пропозиція	INS;N;SG
priezvisk	прізвищ	priezvisko	прізвище	GEN;N;PL
medveďom	ведмедям	medveď	ведмідь	DAT;N;PL
návrhu	пропозиції	návrh	пропозиція	GEN;N;SG
bytom	домом	byt	дім	INS;N;SG
suky	пси	suka	пес	N;NOM;PL
poznamenať	сказати	poznamenať	сказати	NFIN;V
brade	бороді	brada	борода	ESS;N;SG
biele	біле	biely	білий	ACC;ADJ;NEUT;SG
chlapov	чоловіків	chlap	чоловік	ACC;N;PL
piesňami	піснями	pieseň	пісня	INS;N;PL
zväzy	союзи	zväz	союз	ACC;N;PL
bytov	помешкань	byt	помешкання	GEN;N;PL
hviezda	звізда	hviezda	звізда	N;NOM;SG
učiteľ	учитель	učiteľ	учитель	N;NOM;SG
kráľmi	царями	kráľ	цар	INS;N;PL
grindou	гриндою	grinda	гринда	INS;N;SG
matky	мами	matka	мама	GEN;N;SG
osobám	людям	osoba	людина	DAT;N;PL
myši	миші	myš	миша	ACC;N;PL
buďte	будьте	byť	бути	2;IMP;PL;V
priateľky	приятеля	priateľka	приятель	GEN;N;SG
vlka	вовка	vlk	вовк	GEN;N;SG
mozgy	мізки	mozog	мозок	N;NOM;PL
hodinami	годинами	hodina	година	INS;N;PL
zubom	зубам	zub	зуб	DAT;N;PL
zrnu	зерну	zrno	зерно	DAT;N;SG
sadmi	садами	sad	сад	INS;N;PL
vlku	вовку	vlk	вовк	ESS;N;SG
piesňou	піснею	pieseň	пісня	INS;N;SG
šijí	ший	šija	шия	GEN;N;PL
sestre	сестрі	sestra	сестра	DAT;N;SG
drozdovi	дроздові	drozd	дрізд	DAT;N;SG
sestrám	сестрам	sestra	сестра	DAT;N;PL
múr	стіна	múr	стіна	N;NOM;SG
blche	блосі	blcha	блоха	DAT;N;SG
bohmi	богами	boh	бог	INS;N;PL
vrabcami	горобцями	vrabec	горобець	INS;N;PL
vodu	воду	voda	вода	ACC;N;SG
hlasov	голосів	hlas	голос	GEN;N;PL
noža	ножа	nôž	ніж	GEN;N;SG
grindám	гриндам	grinda	гринда	DAT;N;PL
ramenách	руках	rameno	рука	ESS;N;PL
bradu	бороду	brada	борода	ACC;N;SG
zrno	зерно	zrno	зерно	ACC;N;SG
šiju	шию	šija	шия	ACC;N;SG
volavkám	чаплям	volavka	чапля	DAT;N;PL
chalanovi	хлопцеві	chalan	хлопець	ESS;N;SG
ostrovom	островам	ostrov	острів	DAT;N;PL
sestry	сестри	sestra	сестра	N;NOM;PL
bývala	була	byť	бути	3;FEM;PST;SG;V
osobám	особам	osoba	особа	DAT;N;PL
skiel	стекол	sklo	скло	GEN;N;PL
zlým	поганим	zlý	поганий	ADJ;DAT;PL
územím	землею	územie	земля	INS;N;SG
vziať	взяти	vziať	взяти	NFIN;V
cigariet	цигарок	cigareta	цигарка	GEN;N;PL
vlk	вовк	vlk	вовк	N;NOM;SG
cár	цар	cár	цар	N;NOM;SG
jarou	весною	jar	весна	INS;N;SG
veverici	білці	veverica	білка	ESS;N;SG
písmenami	буквами	písmeno	буква	INS;N;PL
vetre	вітрі	vietor	вітер	ESS;N;SG
sadoch	садах	sad	сад	ESS;N;PL
učiteľ	вчитель	učiteľ	вчитель	N;NOM;SG
brezách	березах	breza	береза	ESS;N;PL
učiteľov	вчителів	učiteľ	вчитель	ACC;N;PL
bielej	білій	biely	білий	ADJ;ESS;FEM;SG
slovu	слову	slovo	слово	DAT;N;SG
sklom	склом	sklo	скло	INS;N;SG
veverice	білки	veverica	білка	ACC;N;PL
sadom	садом	sad	сад	INS;N;SG
chalanov	хлопців	chalan	хлопець	ACC;N;PL
hviezda	зірка	hviezda	зірка	N;NOM;SG
soboty	суботи	sobota	субота	GEN;N;SG
čiel	лобів	čelo	лоб	GEN;N;PL
saunách	саунах	sauna	сауна	ESS;N;PL
vlasom	волосом	vlas	волос	INS;N;SG
priateľke	другові	priateľka	друг	DAT;N;SG
byt	дім	byt	дім	ACC;N;SG
kozy	цапа	koza	цап	GEN;N;SG
medi	міді	meď	мідь	GEN;N;SG
briez	беріз	breza	береза	GEN;N;PL
pizdy	пизди	pizda	пизда	GEN;N;SG
zelenému	зеленому	zelený	зелений	ADJ;DAT;MASC;SG
somára	ішака	somár	ішак	ACC;N;SG
boh	бог	boh	бог	N;NOM;SG
kozy	кози	koza	коза	N;NOM;PL
plážach	берегах	pláž	берег	ESS;N;PL
zväzu	союзу	zväz	союз	GEN;N;SG
nohe	нозі	noha	нога	ESS;N;SG
vetroch	вітрах	vietor	вітер	ESS;N;PL
šija	шия	šija	шия	N;NOM;SG
miesta	посади	miesto	посада	N;NOM;PL
črtách	рисах	črta	риса	ESS;N;PL
matky	мам	matka	мама	ACC;N;PL
novou	новою	nový	новий	ADJ;FEM;INS;SG
bohyni	богині	bohyňa	богиня	DAT;N;SG
sauny	сауни	sauna	сауна	N;NOM;PL
zámena	займенника	zámeno	займенник	GEN;N;SG
prst	палець	prst	палець	ACC;N;SG
knihám	книгам	kniha	книга	DAT;N;PL
priateľky	друзі	priateľka	друг	N;NOM;PL
fľaša	пляшка	fľaša	пляшка	N;NOM;SG
sloveso	дієслово	sloveso	дієслово	N;NOM;SG
starých	старих	starý	старий	ADJ;ESS;PL
zube	зубі	zub	зуб	ESS;N;SG
kún	куниць	kuna	куниця	GEN;N;PL
písmenách	літерах	písmeno	літера	ESS;N;PL
včiel	бджіл	včela	бджола	GEN;N;PL
knihami	книгами	kniha	книга	INS;N;PL
koňoch	конях	kôň	кінь	ESS;N;PL
hviezdy	зірки	hviezda	зірка	N;NOM;PL
žiakoch	учнях	žiak	учень	ESS;N;PL
syry	сири	syr	сир	ACC;N;PL
životom	життям	život	життя	DAT;N;PL
osobe	людині	osoba	людина	DAT;N;SG
drevám	деревам	drevo	дерево	DAT;N;PL
drozdy	дрозди	drozd	дрізд	ACC;N;PL
orol	орел	orol	орел	N;NOM;SG
kvark	кварк	kvark	кварк	ACC;N;SG
byte	житлі	byt	житло	ESS;N;SG
soliami	солями	soľ	сіль	INS;N;PL
mačky	коти	mačka	кіт	ACC;N;PL
budem	буду	byť	бути	1;FUT;SG;V
vedy	науки	veda	наука	N;NOM;PL
stredu	середу	streda	середа	ACC;N;SG
dušami	душами	duša	душа	INS;N;PL
priezviskami	прізвищами	priezvisko	прізвище	INS;N;PL
hlasy	голоси	hlas	голос	N;NOM;PL
deťom	дітям	dieťa	дитина	DAT;N;PL
voda	вода	voda	вода	N;NOM;SG
starého	старого	starý	старий	ADJ;GEN;MASC;SG
prstami	пальцями	prst	палець	INS;N;PL
ostrovu	острову	ostrov	острів	DAT;N;SG
zemiach	країнах	zem	країна	ESS;N;PL
sadu	саду	sad	сад	GEN;N;SG
fľašu	пляшку	fľaša	пляшка	ACC;N;SG
ostrovoch	островах	ostrov	острів	ESS;N;PL
volavkách	чаплях	volavka	чапля	ESS;N;PL
zrno	зерно	zrno	зерно	N;NOM;SG
ramená	руки	rameno	рука	N;NOM;PL
mamám	мамам	mama	мама	DAT;N;PL
bielych	білих	biely	білий	ADJ;ESS;PL
starou	старою	starý	старий	ADJ;FEM;INS;SG
riekou	річкою	rieka	річка	INS;N;SG
zuba	зуба	zub	зуб	GEN;N;SG
včelami	бджолами	včela	бджола	INS;N;PL
fľaše	пляшки	fľaša	пляшка	GEN;N;SG
teľaťa	теляти	teľa	теля	GEN;N;SG
nožoch	ножах	nôž	ніж	ESS;N;PL
vedy	науки	veda	наука	GEN;N;SG
kupujete	купуєте	kupovať	купувати	2;PL;PRS;V
kocúr	кішка	kocúr	кішка	N;NOM;SG
slony	слони	slon	слон	N;NOM;PL
nového	нового	nový	новий	ADJ;GEN;NEUT;SG
vlase	волосі	vlas	волос	ESS;N;SG
uliciam	вулицям	ulica	вулиця	DAT;N;PL
muž	чоловік	muž	чоловік	N;NOM;SG
slovesa	дієслова	sloveso	дієслово	GEN;N;SG
fľašiam	пляшкам	fľaša	пляшка	DAT;N;PL
priezvisko	прізвище	priezvisko	прізвище	ACC;N;SG
žriebä	лоша	žriebä	лоша	ACC;N;SG
mačiek	котів	mačka	кіт	GEN;N;PL
býval	був	byť	бути	3;MASC;PST;SG;V
vede	науці	veda	наука	ESS;N;SG
vrabca	горобця	vrabec	горобець	ACC;N;SG
hviezd	зірок	hviezda	зірка	GEN;N;PL
bytoch	квартирах	byt	квартира	ESS;N;PL
žriebätá	лошата	žriebä	лоша	ACC;N;PL
orloch	орлах	orol	орел	ESS;N;PL
včely	бджоли	včela	бджола	N;NOM;PL
saunou	сауною	sauna	сауна	INS;N;SG
strede	середі	streda	середа	ESS;N;SG
staré	старих	starý	старий	ACC;ADJ;PL
súdruhovi	товаришеві	súdruh	товариш	DAT;N;SG
osobách	особах	osoba	особа	ESS;N;PL
sestre	сестрі	sestra	сестра	ESS;N;SG
priateľke	приятелеві	priateľka	приятель	ESS;N;SG
žiakmi	учнями	žiak	учень	INS;N;PL
knihe	книзі	kniha	книга	DAT;N;SG
múru	стіні	múr	стіна	DAT;N;SG
blchy	блохи	blcha	блоха	ACC;N;PL
dobrým	добрим	dobrý	добрий	ADJ;INS;MASC;SG
labuťami	лебедями	labuť	лебідь	INS;N;PL
mačkou	котом	mačka	кіт	INS;N;SG
básni	поезії	báseň	поезія	DAT;N;SG
pracovala	робила	pracovať	робити	3;FEM;PST;SG;V
robievalo	робило	robiť	робити	3;NEUT;PST;SG;V
múrom	стіною	múr	стіна	INS;N;SG
vajciam	яйцям	vajce	яйце	DAT;N;PL
kohútoch	півнях	kohút	півень	ESS;N;PL
soboty	суботи	sobota	субота	ACC;N;PL
grindy	гринди	grinda	гринда	GEN;N;SG
capa	козу	cap	коза	ACC;N;SG
syr	сир	syr	сир	ACC;N;SG
bradám	бородам	brada	борода	DAT;N;PL
osôb	чоловіків	osoba	чоловік	GEN;N;PL
koní	коней	kôň	кінь	GEN;N;PL
dobrý	добрий	dobrý	добрий	ACC;ADJ;INAN;MASC;SG
jablkách	яблуках	jablko	яблуко	ESS;N;PL
somára	ішака	somár	ішак	GEN;N;SG
trhov	ринків	trh	ринок	GEN;N;PL
sobotu	суботу	sobota	субота	ACC;N;SG
drozdy	дрозди	drozd	дрізд	N;NOM;PL
bytom	помешканням	byt	помешкання	DAT;N;PL
slová	слова	slovo	слово	N;NOM;PL
brány	борони	brány	борона	ACC;N;PL
hady	змії	had	змія	N;NOM;PL
mozgov	мізків	mozog	мозок	GEN;N;PL
cigaretám	цигаркам	cigareta	цигарка	DAT;N;PL
vidličke	виделці	vidlička	виделка	DAT;N;SG
kohútom	півнем	kohút	півень	INS;N;SG
psa	пса	pes	пес	ACC;N;SG
piči	пизду	piča	пизда	ESS;N;SG
psoch	псах	pes	пес	ESS;N;PL
zub	зуб	zub	зуб	N;NOM;SG
plážami	мілинами	pláž	мілина	INS;N;PL
bielom	білому	biely	білий	ADJ;ESS;NEUT;SG
morom	морем	more	море	INS;N;SG
novom	новому	nový	новий	ADJ;ESS;NEUT;SG
sobota	субота	sobota	субота	N;NOM;SG
kôz	кіз	koza	коза	GEN;N;PL
teľatách	телятах	teľa	теля	ESS;N;PL
múru	стіни	múr	стіна	GEN;N;SG
kocúry	коти	kocúr	кіт	ACC;N;PL
solí	солей	soľ	сіль	GEN;N;PL
kráľovi	королеві	kráľ	король	DAT;N;SG
plynu	газу	plyn	газ	DAT;N;SG
fliaš	пляшок	fľaša	пляшка	GEN;N;PL
múrom	стінам	múr	стіна	DAT;N;PL
mačkách	кішках	mačka	кішка	ESS;N;PL
byty	квартири	byt	квартира	N;NOM;PL
labuťou	лебедем	labuť	лебідь	INS;N;SG
fľašami	пляшками	fľaša	пляшка	INS;N;PL
šije	шиї	šija	шия	N;NOM;PL
skla	скла	sklo	скло	GEN;N;SG
bohyňa	богиня	bohyňa	богиня	N;NOM;SG
syr	сир	syr	сир	N;NOM;SG
zelený	зелений	zelený	зелений	ADJ;MASC;NOM;SG
mozgu	мозку	mozog	мозок	DAT;N;SG
hviezdu	звізду	hviezda	звізда	ACC;N;SG
trhoch	ринках	trh	ринок	ESS;N;PL
drozd	дрізд	drozd	дрізд	N;NOM;SG
priateliek	дівчат	priateľka	дівчина	GEN;N;PL
medveďom	ведмедем	medveď	ведмідь	INS;N;SG
zlú	погану	zlý	поганий	ACC;ADJ;FEM;SG
návrhu	пропозиції	návrh	пропозиція	DAT;N;SG
pracujte	робіть	pracovať	робити	2;IMP;PL;V
zelenou	зеленою	zelený	зелений	ADJ;FEM;INS;SG
písmeno	літеру	písmeno	літера	ACC;N;SG
plyn	газ	plyn	газ	N;NOM;SG
byte	домі	byt	дім	ESS;N;SG
zelenom	зеленому	zelený	зелений	ADJ;ESS;MASC;SG
ostrovmi	островами	ostrov	острів	INS;N;PL
mosty	мости	most	міст	N;NOM;PL
plážami	берегами	pláž	берег	INS;N;PL
most	міст	most	міст	ACC;N;SG
životom	життям	život	життя	INS;N;SG
labuť	лебедя	labuť	лебідь	ACC;N;SG
slovies	дієслів	sloveso	дієслово	GEN;N;PL
slonovi	слонові	slon	слон	ESS;N;SG
saune	сауні	sauna	сауна	DAT;N;SG
slovám	словам	slovo	слово	DAT;N;PL
kupovávala	купувала	kupovať	купувати	3;FEM;PST;SG;V
kuny	куниці	kuna	куниця	N;NOM;PL
rieky	річки	rieka	річка	N;NOM;PL
mačkám	кішкам	mačka	кішка	DAT;N;PL
ramenám	рукам	rameno	рука	DAT;N;PL
jastraba	яструба	jastrab	яструб	GEN;N;SG
stredy	середи	streda	середа	ACC;N;PL
noha	нога	noha	нога	N;NOM;SG
bytoch	житлах	byt	житло	ESS;N;PL
nožov	ножів	nôž	ніж	GEN;N;PL
labute	лебедя	labuť	лебідь	GEN;N;SG
capovi	цапові	cap	цап	ESS;N;SG
učitelia	учителі	učiteľ	учитель	N;NOM;PL
rušiť	скасувати	rušiť	скасувати	NFIN;V
stena	стіна	stena	стіна	N;NOM;SG
črty	риси	črta	риса	GEN;N;SG
meď	мідь	meď	мідь	N;NOM;SG
miesto	місце	miesto	місце	ACC;N;SG
zlý	поганий	zlý	поганий	ADJ;MASC;NOM;SG
hláv	розділів	hlava	розділ	GEN;N;PL
vidličiek	виделок	vidlička	виделка	GEN;N;PL
súdruhmi	товаришами	súdruh	товариш	INS;N;PL
hlavách	розділах	hlava	розділ	ESS;N;PL
osobách	людях	osoba	людина	ESS;N;PL
sudcovia	судді	sudca	суддя	N;NOM;PL
roky	роки	rok	рік	ACC;N;PL
meste	місті	mesto	місто	ESS;N;SG
mozog	мозок	mozog	мозок	N;NOM;SG
kunou	куницею	kuna	куниця	INS;N;SG
miesto	посаду	miesto	посада	ACC;N;SG
šiji	шиї	šija	шия	ESS;N;SG
sáun	саун	sauna	сауна	GEN;N;PL
miesta	місця	miesto	місце	N;NOM;PL
nože	ножі	nôž	ніж	ACC;N;PL
kocúrovi	котові	kocúr	кіт	DAT;N;SG
život	життя	život	життя	ACC;N;SG
priateľke	дівчині	priateľka	дівчина	DAT;N;SG
vajcami	яєчками	vajce	яєчко	INS;N;PL
somármi	ішаками	somár	ішак	INS;N;PL
bohyniam	богиням	bohyňa	богиня	DAT;N;PL
osobou	особою	osoba	особа	INS;N;SG
vody	води	voda	вода	GEN;N;SG
deťoch	дітях	dieťa	дитина	ESS;N;PL
vedami	науками	veda	наука	INS;N;PL
slon	слон	slon	слон	N;NOM;SG
mužovi	чоловікові	muž	чоловік	ESS;N;SG
zemi	землі	zem	земля	DAT;N;SG
matkou	мамою	matka	мама	INS;N;SG
roku	році	rok	рік	ESS;N;SG
písmena	літери	písmeno	літера	GEN;N;SG
drevá	дерева	drevo	дерево	ACC;N;PL
nakupovať	купити	nakupovať	купити	NFIN;V
koňa	коня	kôň	кінь	ACC;N;SG
učiteľa	учителя	učiteľ	учитель	ACC;N;SG
mužov	мужів	muž	муж	ACC;N;PL
písmeno	літера	písmeno	літера	N;NOM;SG
hlasu	голосу	hlas	голос	GEN;N;SG
muži	мужі	muž	муж	N;NOM;PL
osobou	людиною	osoba	людина	INS;N;SG
kvarkoch	кварках	kvark	кварк	ESS;N;PL
jastrabov	яструбів	jastrab	яструб	GEN;N;PL
nové	нових	nový	новий	ACC;ADJ;PL
miestami	посадами	miesto	посада	INS;N;PL
teľatám	телятам	teľa	теля	DAT;N;PL
sauny	сауни	sauna	сауна	GEN;N;SG
prsty	пальці	prst	палець	ACC;N;PL
chlapa	чоловіка	chlap	чоловік	ACC;N;SG
cári	царі	cár	цар	N;NOM;PL
vode	воді	voda	вода	ESS;N;SG
črtu	рису	črta	риса	ACC;N;SG
zámená	займенники	zámeno	займенник	N;NOM;PL
nôž	ніж	nôž	ніж	N;NOM;SG
